track_id,track_name,artist_name,album_name,release_date,popularity,duration_ms,explicit,artist_genres,release_year
3VpxEo6vMpi4rQ6t2WVVkK,Escape (feat. Hayla),"Kx5, deadmau5, Kaskade, HAYLA",Kx5,2023-03-17,67,240445,False,"dubstep, edm, melodic house, progressive house",2023
4ua0IepBEISCWwF8dTJvcU,Ghosts 'n' Stuff,"deadmau5, Rob Swire",For Lack Of A Better Name,2009-01-01,57,328253,False,"drum and bass, dubstep, edm, progressive house",2009
1vQ92830bxiBcIhpUj4qrn,The Veldt - Radio Edit,deadmau5,The Veldt,2012-01-01,55,170059,False,"dubstep, edm, progressive house",2012
7EroGeDg1uteOaQ45Ftfiz,I Remember - John Summit Remix,"deadmau5, Kaskade, John Summit",I Remember (John Summit Remix),2023-07-07,55,240000,False,"dubstep, edm, house, progressive house, tech house",2023
77w8cBOdasP7aNcPD9Dec8,The Longest Road - deadmau5 Remix Edit,"Morgan Page, Lissie, deadmau5",The Longest Road,2018-12-21,59,239213,False,"dubstep, edm, progressive house",2018
1GD5ooLHgV9nolrem1DBiB,The Veldt Cinema - BYNX Edit,"deadmau5, Benny Benassi, Gary Go, BYNX",The Veldt Cinema (BYNX Edit),2023-06-09,59,277298,False,"dubstep, edm, electro house, progressive house",2023
3oLfgPob5XKsY48VB20UZz,8ths,deadmau5,Error5 EP,2025-08-08,59,371250,False,"dubstep, edm, progressive house",2025
0yv5yFvvsv5eFyVQOulWEx,Sixes,deadmau5,Sixes,2025-07-31,56,375000,False,"dubstep, edm, progressive house",2025
6c9EGVj5CaOeoKd9ecMW1U,Strobe - Radio Edit,deadmau5,Strobe,2010-01-01,51,214186,False,"dubstep, edm, progressive house",2010
47WNjXohtA1A6gY2zTKZ91,Professional Griefers,"deadmau5, Gerard Way",> album title goes here <,2012-01-01,50,246295,False,"dubstep, edm, progressive house",2012
47MRlsO9i5hAvK6lrCZiOP,Sixes,deadmau5,Error5 EP,2025-08-08,49,375000,False,"dubstep, edm, progressive house",2025
4I9HKmFTi3k6I6Mfxtalnz,Patience,deadmau5,Error5 EP,2025-08-08,55,328828,False,"dubstep, edm, progressive house",2025
5RvHt8k6gdHV8XeZJnOYc7,What A Save,deadmau5,Error5 EP,2025-08-08,49,275478,False,"dubstep, edm, progressive house",2025
6RUKPb4LETWmmr3iAEQktW,Something Just Like This,"The Chainsmokers, Coldplay",Memories...Do Not Open,2017-04-07,87,247160,False,,2017
7BKLCZ1jbUBVqRi2FVlTVw,Closer,"The Chainsmokers, Halsey",Closer,2016-07-29,86,244960,False,,2016
1i1fxkWeaMmKEB4T7zqbzK,Don't Let Me Down,"The Chainsmokers, Daya",Don't Let Me Down,2016-02-05,82,208373,False,,2016
3FWPoYBDserKdzcattMFGa,Roses (feat. ROZES),"The Chainsmokers, ROZES",Bouquet,2015-10-23,61,225813,False,,2015
72jbDTw1piOOj770jWNeaG,Paris,The Chainsmokers,Memories...Do Not Open,2017-04-07,79,221506,False,,2017
5ZUIPLoTLJZrPQh2kFZEUM,Addicted,"Zerb, The Chainsmokers, Ink",Addicted,2024-03-29,79,152250,True,afro house,2024
6boSF01JluHcotXBvUcnEz,Helium,"The Chainsmokers, Anna Sofia",Helium,2025-08-15,72,138857,False,,2025
0OvO2X2Q3i98dc5RcgEN3x,Jungle,"Alok, The Chainsmokers, Mae Stephens",Jungle,2023-09-22,70,175500,False,"brazilian bass, electro house, electronic, slap house",2023
4NBTZtAt1F13VvlSKe6KTl,This Feeling,"The Chainsmokers, Kelsea Ballerini",Sick Boy,2018-12-14,70,197946,False,"country, pop country",2018
1AApldBkudH6jZAE9ucdUF,White Wine & Adderall,"The Chainsmokers, Beau Nox",White Wine & Adderall,2025-07-11,69,178400,False,,2025
1r4gQdNHdAJfUpREI0ywiu,Spaces,"BUNT., The Chainsmokers, Izzy Bizu",Spaces,2025-09-05,65,180020,False,stutter house,2025
58aSEVveLPGAGoyzYNgUHt,Finder - Carl Cox Remix Edit,"Ninetoes, Carl Cox",5 Years of Finder,2018-08-03,61,206492,False,"house, latin house, tech house, techno, tribal house",2018
6A2fGSY2uZcidWpNosshqc,I Want You (Forever) - Josh Butler Remix - Radio Edit,"Carl Cox, Josh Butler",I Want You (Forever) [Josh Butler Remix],2017-09-01,56,245714,False,"deep house, house, tech house, techno",2017
2ETQwLrANRZgSANB5vS8ks,Inferno,"Carl Cox, Reinier Zonneveld, Christopher Coe",Inferno,2018-05-25,50,416071,False,"acid techno, hard techno, house, minimal techno, tech house, techno, tekno",2018
6z5LHZZWFKN7M5kGJ6RbHq,Speed Trials On Acid (feat. Dan Diamond) (LF SYSTEM Remix),"Carl Cox, Fatboy Slim, Dan Diamond, LF SYSTEM",Electronic Generations,2022-12-02,49,183423,False,"big beat, hard house, house, tech house, techno",2022
2sfKtzdVmXz3FmfJZl3lPt,Shake The Nation,"Riva Starr, Hyperloop, Carl Cox, Eliza Rose",Shake The Nation,2025-08-15,48,202733,False,"house, tech house, techno",2025
4Lpp6C7Au2zIGpNSirxLkK,No Boundaries,"Worakls, Carl Cox",No Boundaries,2025-07-18,46,313634,False,"electro, house, melodic techno, minimal techno, tech house, techno",2025
5c98cNVQ0ZKClToLuHPTpg,Dr. Funk (Riva Starr Mo' Funk Mix),"Carl Cox, Riva Starr",Dr. Funk (Riva Starr Remixes),2019-08-23,44,360420,False,"house, tech house, techno",2019
3idWxkGAnciwFL0DL60683,See the Sun Rising,"Carl Cox, Franky Wah",Electronic Generations,2022-12-02,43,247873,False,"house, melodic house, melodic techno, progressive house, tech house, techno",2022
17F1R2WoYaay9pkSUQzrXS,No Boundaries - Carl Cox Remix,"Worakls, Carl Cox",No Boundaries (Carl Cox Remix),2025-07-31,42,413538,False,"electro, house, melodic techno, minimal techno, tech house, techno",2025
4r1RM1LT26eqrYSu9bF2bx,Concentrate,"Paul Oakenfold, Carl Cox",Concentrate,2024-04-05,26,163636,False,"house, tech house, techno, trance",2024
1BktkzhQ6rhP1jTREtUdPK,(It Goes Like) Nanana - Edit,Peggy Gou,I Hear You,2024-06-07,67,231545,False,,2024
6FwPQVdtjwfORrrFkpGhrz,Starry Night - Edit,Peggy Gou,Starry Night,2019-03-22,64,233978,False,,2019
