track_id,track_name,artist_name,album_name,release_date,popularity,duration_ms,explicit,artist_genres,release_year
1CPZ5BxNNd0n0nF4Orb9JS,Golden,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",KPop Demon Hunters (Soundtrack from the Netflix Film),2025-06-20,100,194607,False,k-pop,2025
1I37Zz2g3hk9eWxaNkj031,Your Idol,"Saja Boys, Andrew Choi, Neckwav, Danny Chung, KEVIN WOO, samUIL Lee, KPop Demon Hunters Cast",KPop Demon Hunters (Soundtrack from the Netflix Film),2025-06-20,96,191537,False,k-pop,2025
02sy7FAs8dkDNYsHp4Ul3f,Soda Pop,"Saja Boys, Andrew Choi, Neckwav, Danny Chung, KEVIN WOO, samUIL Lee, KPop Demon Hunters Cast",KPop Demon Hunters (Soundtrack from the Netflix Film),2025-06-20,96,150686,False,k-pop,2025
3RXUgPNIbUgFxsDWuBQEt6,How It’s Done,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",KPop Demon Hunters (Soundtrack from the Netflix Film),2025-06-20,95,176059,False,k-pop,2025
5sBDrrtLGbV64QJnEqfjer,What It Sounds Like,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",KPop Demon Hunters (Soundtrack from the Netflix Film),2025-06-20,94,250268,False,k-pop,2025
5DxDLsW6PsLz5gkwC7Mk5S,Free,"Rumi, Jinu, EJAE, Andrew Choi, KPop Demon Hunters Cast",KPop Demon Hunters (Soundtrack from the Netflix Film),2025-06-20,94,187963,False,k-pop,2025
0MHStU0muAIEMbwdnebYu2,Takedown,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",KPop Demon Hunters (Soundtrack from the Netflix Film),2025-06-20,93,182016,False,k-pop,2025
2nR5PWtpraC5cBZZ904oQr,Golden - David Guetta REM/X,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast, David Guetta",Golden (from the Netflix film KPop Demon Hunters),2025-06-19,77,176250,False,"dance, edm, k-pop",2025
3RUVLIRUNA3KHLt8pd8PL6,Golden - Acapella,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",Golden (from the Netflix film KPop Demon Hunters),2025-06-19,78,192974,False,k-pop,2025
5LByxLn1X1Q9vr0xa4ZLYf,Golden - Instrumental,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",Golden (from the Netflix film KPop Demon Hunters),2025-06-19,73,192974,False,k-pop,2025
